
Data Source:  https://wcc.sc.egov.usda.gov/nwcc/tabget?state=CO
#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 825: Tower, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Tower (825) 
# Colorado  SNOTEL Site - 10500 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 9, 2021 12:46:31 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1998-06-12,35.9,51.2,54,31,42,0.00
1998-06-13,35.4,51.2,46,30,36,0.80
1998-06-14,35.3,52.0,38,27,32,0.60
1998-06-15,35.6,52.6,42,24,33,0.10
1998-06-16,35.3,52.7,44,30,35,0.60
1998-06-17,35.7,53.3,39,24,28,1.40
1998-06-18,36.6,54.7,40,25,32,0.50
1998-06-19,37.1,55.2,56,33,45,0.00
1998-06-20,36.8,55.2,55,33,43,0.00
1998-06-21,36.4,55.2,56,37,46,0.00
1998-06-22,35.4,55.2,61,36,50,0.00
1998-06-23,33.7,55.2,55,39,46,0.00
1998-06-24,31.8,55.2,53,40,46,0.00
1998-06-25,30.2,55.2,60,38,50,0.00
1998-06-26,27.9,55.2,56,42,50,0.00
1998-06-27,25.8,55.2,53,38,46,0.00
1998-06-28,23.9,55.2,62,40,52,0.00
1998-06-29,22.0,55.2,67,48,58,0.00
1998-06-30,20.0,55.2,71,46,59,0.00
1998-07-01,17.9,55.2,73,46,60,0.00
1998-07-02,15.7,55.2,70,49,60,0.00
1998-07-03,13.6,55.2,69,48,57,0.00
1998-07-04,11.7,55.2,64,47,53,0.00
1998-07-05,9.9,55.2,69,47,56,0.00
1998-07-06,6.4,55.2,64,44,53,0.00
1998-07-07,3.5,55.2,67,47,55,0.00
1998-07-08,2.0,55.2,63,45,51,0.00
1998-07-09,0.0,55.2,65,45,52,0.00
1998-07-10,0.0,55.2,62,44,50,0.00
1998-07-11,0.0,55.2,64,41,52,0.00
1998-07-12,0.0,55.2,66,44,55,0.00
1998-07-13,0.0,55.2,70,48,59,0.00
1998-07-14,0.0,55.2,70,49,60,0.00
1998-07-15,0.0,55.2,70,49,59,0.00
1998-07-16,0.0,55.2,71,49,61,0.00
1998-07-17,0.0,55.2,74,51,64,0.00
1998-07-18,0.0,55.2,74,54,64,0.00
1998-07-19,0.0,55.2,75,56,65,0.00
1998-07-20,0.0,55.2,75,54,64,0.00
1998-07-21,0.0,55.2,69,47,58,0.00
1998-07-22,0.0,55.2,64,47,52,0.00
1998-07-23,0.0,55.2,58,47,52,0.00
1998-07-24,0.0,55.2,63,46,52,0.50
1998-07-25,0.0,55.7,58,45,49,0.10
1998-07-26,0.0,55.8,61,44,50,0.00
1998-07-27,0.0,55.8,68,45,54,0.00
1998-07-28,0.0,55.8,63,46,53,0.00
1998-07-29,0.0,55.8,56,42,47,0.60
1998-07-30,0.0,56.4,61,40,49,0.10
1998-07-31,0.0,56.5,64,44,51,0.20
1998-08-01,0.0,56.7,58,41,48,0.10
1998-08-02,0.0,56.8,54,37,46,0.00
1998-08-03,0.0,56.8,54,39,45,0.00
1998-08-04,0.0,56.8,53,39,44,0.00
1998-08-05,0.0,56.8,62,38,50,0.00
1998-08-06,0.0,56.8,67,46,55,0.00
1998-08-07,0.0,56.8,70,50,60,0.00
1998-08-08,0.0,56.8,70,47,56,0.00
1998-08-09,0.0,56.8,64,47,54,0.10
1998-08-10,0.0,56.9,60,45,51,0.00
1998-08-11,0.0,56.9,63,43,51,0.10
1998-08-12,0.0,57.0,64,44,52,0.00
1998-08-13,0.0,57.0,64,46,54,0.00
1998-08-14,0.0,57.0,69,48,56,0.00
1998-08-15,0.0,57.0,66,46,55,0.00
1998-08-16,0.0,57.0,65,46,54,0.20
1998-08-17,0.0,57.2,69,44,54,0.20
1998-08-18,0.0,57.4,63,42,50,0.60
1998-08-19,0.0,58.0,65,42,54,0.00
1998-08-20,0.0,58.0,66,46,55,0.00
1998-08-21,0.0,58.0,55,43,48,0.10
1998-08-22,0.0,58.1,62,42,51,0.00
1998-08-23,0.0,58.1,67,44,56,0.20
1998-08-24,0.0,58.3,65,46,55,0.00
1998-08-25,0.0,58.3,66,45,54,0.00
1998-08-26,0.0,58.3,62,42,50,0.10
1998-08-27,0.0,58.4,57,39,47,0.20
1998-08-28,0.0,58.6,68,39,54,0.00
1998-08-29,0.0,58.6,67,48,58,0.00
1998-08-30,0.0,58.6,69,49,58,0.00
1998-08-31,0.0,58.6,65,41,51,0.00
1998-09-01,0.0,58.6,54,40,46,0.00
1998-09-02,0.0,58.6,63,40,51,0.00
1998-09-03,0.0,58.6,71,46,58,0.00
1998-09-04,0.0,58.6,74,51,60,0.00
1998-09-05,0.0,58.6,72,49,59,0.00
1998-09-06,0.0,58.6,72,46,58,0.00
1998-09-07,0.0,58.6,73,48,59,0.00
1998-09-08,0.0,58.6,68,43,55,0.00
1998-09-09,0.0,58.6,65,46,54,0.00
1998-09-10,0.0,58.6,61,43,52,0.00
1998-09-11,0.0,58.6,62,43,51,0.30
1998-09-12,0.0,58.9,56,39,44,0.40
1998-09-13,0.0,59.3,43,36,39,0.00
1998-09-14,0.0,59.3,60,34,45,0.00
1998-09-15,0.0,59.3,64,39,50,0.00
1998-09-16,0.0,59.3,62,42,50,0.00
1998-09-17,0.0,59.3,63,43,52,0.00
1998-09-18,0.0,59.3,62,42,51,0.00
1998-09-19,0.0,59.3,53,33,42,0.00
1998-09-20,0.0,59.3,55,32,44,0.10
1998-09-21,0.0,59.4,47,32,39,0.00
1998-09-22,0.0,59.4,55,34,44,0.00
1998-09-23,0.0,59.4,44,36,39,0.10
1998-09-24,0.0,59.5,56,36,44,0.00
1998-09-25,0.0,59.5,56,32,45,0.00
1998-09-26,0.0,59.5,56,33,42,0.00
1998-09-27,0.0,59.5,60,36,46,0.00
1998-09-28,0.0,59.5,60,39,48,0.00
1998-09-29,0.0,59.5,61,39,47,0.00
1998-09-30,0.0,59.5,62,40,47,0.00
1998-10-01,0.0,0.0,51,29,38,0.40
1998-10-02,0.0,0.4,40,29,33,0.40
1998-10-03,0.0,0.8,41,25,33,0.30
1998-10-04,0.1,1.1,25,18,21,1.70
1998-10-05,1.6,2.8,21,15,18,0.50
1998-10-06,2.1,3.3,33,15,24,0.00
1998-10-07,2.0,3.3,46,27,37,0.00
1998-10-08,1.8,3.3,54,34,42,0.00
1998-10-09,1.6,3.3,53,33,41,0.00
1998-10-10,1.4,3.3,51,22,38,0.00
1998-10-11,1.3,3.3,45,19,33,0.00
1998-10-12,1.3,3.3,53,35,41,0.00
1998-10-13,1.2,3.3,53,35,42,0.00
1998-10-14,1.0,3.3,52,36,42,0.00
1998-10-15,0.8,3.3,46,29,38,0.00
1998-10-16,0.5,3.3,36,20,27,0.00
1998-10-17,0.5,3.3,28,18,21,0.10
1998-10-18,0.6,3.4,37,20,26,0.10
1998-10-19,0.7,3.5,44,23,33,0.00
1998-10-20,0.7,3.5,45,26,32,0.00
1998-10-21,0.6,3.5,53,26,38,0.00
1998-10-22,0.6,3.5,45,29,34,0.00
1998-10-23,0.5,3.5,36,27,29,0.30
1998-10-24,0.4,3.8,38,26,29,0.00
1998-10-25,0.3,3.8,46,26,35,0.00
1998-10-26,0.3,3.8,45,32,36,0.00
1998-10-27,0.2,3.8,43,29,35,0.10
1998-10-28,0.3,3.9,28,23,24,1.50
1998-10-29,2.5,5.4,30,24,26,0.30
1998-10-30,2.7,5.7,37,24,29,0.50
1998-10-31,2.8,6.2,50,24,31,0.00
1998-11-01,2.8,6.2,45,22,31,0.00
1998-11-02,2.8,6.2,33,24,27,0.50
1998-11-03,3.6,6.7,24,15,19,0.40
1998-11-04,4.6,7.1,21,13,16,0.10
1998-11-05,5.0,7.2,28,12,18,0.10
1998-11-06,5.2,7.3,20,13,16,0.60
1998-11-07,6.1,7.9,16,11,13,0.20
1998-11-08,6.6,8.1,22,11,17,0.70
1998-11-09,7.5,8.8,15,3,8,0.40
1998-11-10,8.1,9.2,8,2,4,0.40
1998-11-11,8.8,9.6,17,3,11,0.40
1998-11-12,9.0,10.0,22,13,17,0.10
1998-11-13,9.0,10.1,25,14,19,0.00
1998-11-14,9.1,10.1,35,20,26,0.00
1998-11-15,9.2,10.1,37,21,28,0.00
1998-11-16,9.3,10.1,33,19,25,0.00
1998-11-17,9.3,10.1,40,17,29,0.10
1998-11-18,9.7,10.2,17,14,16,0.50
1998-11-19,10.2,10.7,15,10,12,0.30
1998-11-20,10.7,11.0,19,7,12,0.00
1998-11-21,10.7,11.0,32,12,23,0.10
1998-11-22,10.7,11.1,36,20,27,0.00
1998-11-23,10.7,11.1,35,20,29,0.00
1998-11-24,10.7,11.1,34,13,25,0.00
1998-11-25,10.8,11.1,32,14,24,0.10
1998-11-26,10.8,11.2,45,23,33,0.00
1998-11-27,10.8,11.2,47,28,36,0.00
1998-11-28,10.9,11.2,40,26,33,0.00
1998-11-29,11.0,11.2,27,22,24,0.30
1998-11-30,11.6,11.5,33,21,26,0.10
1998-12-01,11.6,11.6,,,,0.00
1998-12-02,11.6,11.6,35,23,27,0.00
1998-12-03,11.6,11.6,47,21,30,0.00
1998-12-04,11.6,11.6,38,13,28,0.00
1998-12-05,11.6,11.6,12,-6,4,0.30
1998-12-06,12.0,11.9,11,-8,-1,0.10
1998-12-07,12.0,12.0,1,-8,-4,0.00
1998-12-08,12.0,12.0,16,-5,7,0.40
1998-12-09,12.0,12.4,11,-1,6,0.00
1998-12-10,12.0,12.4,29,-1,10,0.10
1998-12-11,11.9,12.5,28,7,16,0.00
1998-12-12,11.8,12.5,22,13,16,0.00
1998-12-13,11.6,12.5,35,14,25,0.10
1998-12-14,11.4,12.6,35,20,28,0.00
1998-12-15,11.2,12.6,31,17,22,0.00
1998-12-16,11.1,12.6,22,15,18,0.00
1998-12-17,11.1,12.6,31,18,24,0.00
1998-12-18,11.0,12.6,28,7,17,0.10
1998-12-19,11.1,12.7,18,5,11,0.10
1998-12-20,11.3,12.8,8,-6,-1,0.60
1998-12-21,11.9,13.4,-6,-19,-14,0.10
1998-12-22,11.9,13.5,2,-14,-6,0.10
1998-12-23,11.9,13.6,1,-12,-6,0.00
1998-12-24,11.8,13.6,4,-6,0,0.20
1998-12-25,12.0,13.8,12,3,8,0.40
1998-12-26,12.4,14.2,17,11,14,0.50
1998-12-27,13.0,14.7,14,10,12,0.60
1998-12-28,13.5,15.3,18,11,16,0.60
1998-12-29,14.3,15.9,22,18,20,0.30
1998-12-30,14.4,16.2,22,20,21,0.20
1998-12-31,14.6,16.4,29,20,22,0.20
1999-01-01,14.8,16.6,19,6,14,0.60
1999-01-02,15.5,17.2,15,-1,4,0.30
1999-01-03,15.8,17.5,7,-5,-1,0.20
1999-01-04,16.2,17.7,13,0,8,0.30
1999-01-05,16.6,18.0,21,12,16,0.40
1999-01-06,17.4,18.4,31,17,20,0.60
1999-01-07,17.5,19.0,27,9,18,0.00
1999-01-08,17.6,19.0,17,6,10,0.20
1999-01-09,18.0,19.2,14,7,11,0.50
1999-01-10,18.8,19.7,22,11,16,0.30
1999-01-11,18.9,20.0,29,16,20,0.10
1999-01-12,18.9,20.1,,,,0.00
1999-01-13,19.0,20.1,18,7,12,0.00
1999-01-14,19.2,20.1,24,4,13,0.10
1999-01-15,19.3,20.2,24,14,17,0.10
1999-01-16,19.5,20.3,21,8,16,0.70
1999-01-17,20.5,21.0,17,5,8,0.50
1999-01-18,21.2,21.5,24,16,21,1.40
1999-01-19,22.6,22.9,25,18,21,1.30
1999-01-20,23.9,24.2,26,12,19,0.60
1999-01-21,24.6,24.8,23,8,15,0.30
1999-01-22,25.5,25.1,23,2,9,0.10
1999-01-23,25.7,25.2,31,8,18,0.20
1999-01-24,25.9,25.4,19,15,17,0.60
1999-01-25,26.7,26.0,39,19,25,0.20
1999-01-26,26.8,26.2,23,9,16,0.10
1999-01-27,27.2,26.3,16,5,9,0.20
1999-01-28,27.5,26.5,31,-5,11,0.10
1999-01-29,27.6,26.6,39,3,17,0.10
1999-01-30,27.7,26.7,44,12,23,0.00
1999-01-31,27.7,26.7,38,12,21,0.10
1999-02-01,27.8,26.8,19,1,11,0.00
1999-02-02,28.6,26.8,18,-1,8,0.00
1999-02-03,28.7,26.8,23,9,15,0.10
1999-02-04,28.7,26.9,40,13,25,0.10
1999-02-05,28.9,27.0,24,18,20,2.30
1999-02-06,30.7,29.3,23,17,18,0.70
1999-02-07,31.3,30.0,29,18,22,0.20
1999-02-08,31.5,30.2,25,21,22,0.10
1999-02-09,31.6,30.3,40,23,27,0.10
1999-02-10,31.7,30.4,29,-9,10,0.30
1999-02-11,32.4,30.7,2,-12,-7,0.20
1999-02-12,32.7,30.9,27,-8,11,0.10
1999-02-13,32.7,31.0,44,13,27,0.00
1999-02-14,32.7,31.0,37,13,24,0.00
1999-02-15,32.8,31.0,19,8,12,0.00
1999-02-16,32.9,31.0,23,6,13,0.00
1999-02-17,32.9,31.0,18,5,12,0.70
1999-02-18,34.0,31.7,22,5,12,0.20
1999-02-19,34.4,31.9,19,1,13,0.90
1999-02-20,35.5,32.8,26,1,9,0.10
1999-02-21,35.7,32.9,28,5,17,0.10
1999-02-22,35.9,33.0,8,1,4,0.90
1999-02-23,37.0,33.9,22,5,12,0.00
1999-02-24,37.1,33.9,34,13,20,0.00
1999-02-25,37.1,33.9,43,16,27,0.00
1999-02-26,37.2,33.9,18,4,10,0.20
1999-02-27,37.8,34.1,22,-2,11,0.30
1999-02-28,37.9,34.4,34,13,22,0.10
1999-03-01,38.0,34.5,39,15,24,0.20
1999-03-02,38.3,34.7,25,6,14,0.00
1999-03-03,38.4,34.7,41,14,26,0.00
1999-03-04,38.4,34.7,27,11,19,0.30
1999-03-05,38.9,35.0,19,-3,4,0.40
1999-03-06,39.3,35.4,31,1,16,0.00
1999-03-07,39.3,35.4,43,17,26,0.20
1999-03-08,39.6,35.6,22,10,13,0.20
1999-03-09,40.1,35.8,38,13,22,0.00
1999-03-10,40.5,35.8,30,11,16,0.20
1999-03-11,40.7,36.0,43,13,25,0.10
1999-03-12,40.8,36.1,27,7,17,0.10
1999-03-13,40.9,36.2,40,4,22,0.10
1999-03-14,41.0,36.3,46,17,30,0.10
1999-03-15,41.0,36.4,50,24,33,0.00
1999-03-16,41.0,36.4,43,17,31,0.00
1999-03-17,41.0,36.4,57,14,31,0.20
1999-03-18,40.9,36.6,57,21,34,0.10
1999-03-19,41.0,36.7,56,21,35,0.00
1999-03-20,41.0,36.7,56,22,37,0.00
1999-03-21,41.0,36.7,46,18,31,0.00
1999-03-22,41.0,36.7,40,15,24,0.00
1999-03-23,41.0,36.7,49,17,31,0.00
1999-03-24,41.0,36.7,53,21,35,0.00
1999-03-25,40.9,36.7,53,24,36,0.00
1999-03-26,40.9,36.7,46,24,32,0.10
1999-03-27,41.2,36.8,29,4,20,0.80
1999-03-28,42.3,37.6,34,2,17,0.10
1999-03-29,42.4,37.7,48,10,30,0.00
1999-03-30,42.5,37.7,51,29,37,0.00
1999-03-31,42.5,37.7,42,21,30,0.00
1999-04-01,42.5,37.7,42,13,23,0.00
1999-04-02,43.0,37.7,37,8,17,0.30
1999-04-03,43.6,38.0,25,1,8,0.70
1999-04-04,44.4,38.7,37,2,17,0.20
1999-04-05,44.5,38.9,33,9,17,0.10
1999-04-06,44.6,39.0,46,12,28,0.00
1999-04-07,44.6,39.0,58,20,36,0.20
1999-04-08,45.1,39.2,29,14,19,0.80
1999-04-09,46.2,40.0,42,6,20,0.00
1999-04-10,46.7,40.0,26,4,11,0.00
1999-04-11,47.3,40.0,52,7,28,0.70
1999-04-12,47.3,40.7,51,21,35,0.10
1999-04-13,47.4,40.8,57,23,37,0.00
1999-04-14,47.0,40.8,37,9,21,0.10
1999-04-15,47.4,40.9,26,0,10,0.00
1999-04-16,47.8,40.9,28,0,10,0.00
1999-04-17,48.1,40.9,42,0,25,0.10
1999-04-18,48.3,41.0,51,22,33,0.10
1999-04-19,48.4,41.1,57,25,39,0.10
1999-04-20,48.2,41.2,46,22,33,0.60
1999-04-21,49.1,41.8,48,19,28,0.40
1999-04-22,49.8,42.2,46,18,27,1.50
1999-04-23,51.6,43.7,46,16,25,0.40
1999-04-24,52.3,44.1,60,22,36,0.70
1999-04-25,52.8,44.8,30,21,24,0.10
1999-04-26,53.4,44.9,37,22,27,0.40
1999-04-27,54.3,45.3,52,28,35,0.40
1999-04-28,54.4,45.7,57,30,38,0.20
1999-04-29,54.5,45.9,57,28,36,0.10
1999-04-30,54.6,46.0,43,22,32,0.10
1999-05-01,54.8,46.1,56,25,35,0.20
1999-05-02,55.1,46.3,34,21,26,0.40
1999-05-03,55.7,46.7,41,20,28,0.40
1999-05-04,56.3,47.1,26,13,18,0.70
1999-05-05,57.2,47.8,26,7,14,0.40
1999-05-06,58.0,48.2,38,7,22,0.20
1999-05-07,58.0,48.4,53,18,34,0.40
1999-05-08,57.7,48.8,63,29,45,0.00
1999-05-09,57.1,48.8,56,20,39,0.10
1999-05-10,56.9,48.9,25,11,16,0.50
1999-05-11,57.2,49.4,37,11,20,0.10
1999-05-12,57.4,49.5,52,14,33,0.10
1999-05-13,57.4,49.6,49,27,34,0.10
1999-05-14,57.5,49.7,,,,0.40
1999-05-15,56.5,50.1,,,,0.10
1999-05-16,55.0,50.2,,,,0.20
1999-05-17,54.3,50.4,,,,0.20
1999-05-18,53.0,50.6,,,,0.20
1999-05-19,52.5,50.8,,,,0.00
1999-05-20,51.0,50.8,,,,0.00
1999-05-21,50.0,50.8,,,,0.00
1999-05-22,49.0,50.8,,,,0.00
1999-05-23,48.3,50.8,,,,0.00
1999-05-24,47.9,50.8,59,,34,0.20
1999-05-25,47.6,51.0,64,33,42,0.00
1999-05-26,47.6,51.0,59,31,40,0.00
1999-05-27,47.5,51.0,58,31,40,0.00
1999-05-28,47.5,51.0,69,30,49,0.00
1999-05-29,46.7,51.0,59,32,42,0.30
1999-05-30,46.2,51.3,61,31,44,0.10
1999-05-31,45.2,51.4,51,26,34,0.40
1999-06-01,44.8,51.8,57,24,38,0.10
1999-06-02,44.6,51.9,64,30,43,0.30
1999-06-03,44.7,52.2,56,27,42,0.00
1999-06-04,43.6,52.2,66,25,45,0.00
1999-06-05,43.1,52.2,52,24,34,0.10
1999-06-06,41.9,52.3,55,24,36,0.80
1999-06-07,42.4,53.1,62,33,48,0.00
1999-06-08,42.0,53.1,60,34,49,0.00
1999-06-09,40.5,53.1,63,28,46,0.00
1999-06-10,39.2,53.1,64,28,43,0.00
1999-06-11,38.0,53.1,61,28,44,0.00
1999-06-12,36.7,53.1,71,33,48,0.00
1999-06-13,35.5,53.1,69,33,48,0.00
1999-06-14,34.2,53.1,63,35,47,0.10
1999-06-15,33.1,53.2,51,33,38,0.20
1999-06-16,32.6,53.4,59,34,44,0.20
1999-06-17,31.7,53.6,53,33,41,0.20
1999-06-18,30.9,53.8,63,33,47,0.10
1999-06-19,29.5,53.9,73,42,53,0.10
1999-06-20,27.8,54.0,76,43,55,0.00
1999-06-21,26.2,54.0,67,38,48,0.00
1999-06-22,24.8,54.0,62,37,48,0.00
1999-06-23,22.8,54.0,64,35,50,0.00
1999-06-24,20.6,54.0,72,37,55,0.00
1999-06-25,18.3,54.0,71,44,56,0.00
1999-06-26,15.7,54.0,70,42,56,0.00
1999-06-27,13.3,54.0,68,38,52,0.00
1999-06-28,11.0,54.0,66,35,50,0.00
1999-06-29,7.1,54.0,60,39,48,0.00
1999-06-30,2.9,54.0,56,38,46,0.00
1999-07-01,1.9,54.0,68,38,53,0.00
1999-07-02,0.2,54.0,75,50,60,0.00
1999-07-03,0.0,54.0,72,44,56,0.00
1999-07-04,0.0,54.0,72,45,57,0.00
1999-07-05,0.0,54.0,75,48,60,0.00
1999-07-06,0.0,54.0,78,47,61,0.00
1999-07-07,0.0,54.0,78,48,60,0.00
1999-07-08,0.0,54.0,62,42,48,0.10
1999-07-09,0.0,54.1,68,39,54,0.00
1999-07-10,0.0,54.1,74,41,56,0.00
1999-07-11,0.0,54.1,75,41,57,0.00
1999-07-12,0.0,54.1,75,40,57,0.10
1999-07-13,0.0,54.2,76,47,59,0.10
1999-07-14,0.0,54.3,60,44,50,0.20
1999-07-15,0.0,54.5,67,40,48,0.80
1999-07-16,0.0,55.3,72,40,52,0.20
1999-07-17,0.0,55.5,72,42,54,0.10
1999-07-18,0.0,55.6,70,44,54,0.10
1999-07-19,0.0,55.7,59,41,47,0.00
1999-07-20,0.0,55.7,71,40,55,0.00
1999-07-21,0.0,55.7,79,43,57,0.00
1999-07-22,0.0,55.7,,,,0.00
1999-07-23,0.0,55.7,78,49,60,0.00
1999-07-24,0.0,55.7,75,44,57,0.00
1999-07-25,0.0,55.7,73,44,54,0.20
1999-07-26,0.0,55.9,78,46,58,0.20
1999-07-27,0.0,56.1,77,46,59,0.00
1999-07-28,0.0,56.1,72,45,55,0.20
1999-07-29,0.0,56.3,69,44,54,0.30
1999-07-30,0.0,56.6,62,44,49,0.10
1999-07-31,0.0,56.7,58,42,47,0.10
1999-08-01,0.0,56.8,75,37,52,0.50
1999-08-02,0.0,57.3,72,43,56,0.10
1999-08-03,0.0,57.4,71,43,55,0.00
1999-08-04,0.0,57.4,66,44,49,0.00
1999-08-05,0.0,57.4,67,43,51,0.00
1999-08-06,0.0,57.4,64,43,48,0.00
1999-08-07,0.0,57.4,71,41,53,0.00
1999-08-08,0.0,57.4,73,45,57,0.00
1999-08-09,0.0,57.4,69,45,54,0.00
1999-08-10,0.0,57.4,68,44,52,0.00
1999-08-11,0.0,57.4,64,35,46,0.10
1999-08-12,0.0,57.5,61,35,46,0.20
1999-08-13,0.0,57.7,68,38,52,0.00
1999-08-14,0.0,57.7,71,40,53,0.00
1999-08-15,0.0,57.7,60,40,46,0.00
1999-08-16,0.0,57.7,69,39,53,0.00
1999-08-17,0.0,57.7,53,42,47,0.00
1999-08-18,0.0,57.7,72,43,57,0.10
1999-08-19,0.0,57.8,73,44,54,0.10
1999-08-20,0.0,57.9,69,42,50,0.00
1999-08-21,0.0,57.9,58,43,47,0.00
1999-08-22,0.0,57.9,72,43,52,0.10
1999-08-23,0.0,58.0,76,46,59,0.00
1999-08-24,0.0,58.0,78,47,59,0.10
1999-08-25,0.0,58.1,70,45,53,0.00
1999-08-26,0.0,58.1,77,44,55,0.00
1999-08-27,0.0,58.1,73,44,54,0.00
1999-08-28,0.0,58.1,68,43,50,0.00
1999-08-29,0.0,58.1,65,40,50,0.30
1999-08-30,0.0,58.4,,,,0.00
1999-08-31,0.0,58.4,,,,0.00
1999-09-01,0.0,58.4,59,42,46,0.10
1999-09-02,0.0,58.5,52,36,44,0.00
1999-09-03,0.0,58.5,53,29,39,0.00
1999-09-04,0.0,58.5,48,29,36,0.00
1999-09-05,0.0,58.5,57,32,44,0.00
1999-09-06,0.0,58.5,62,37,48,0.00
1999-09-07,0.0,58.5,58,36,46,0.00
1999-09-08,0.0,58.5,59,33,45,0.00
1999-09-09,0.0,58.5,64,38,49,0.00
1999-09-10,0.0,58.5,60,36,44,0.00
1999-09-11,0.0,58.5,53,33,40,0.00
1999-09-12,0.0,58.5,50,29,38,0.00
1999-09-13,0.0,58.5,55,31,42,0.00
1999-09-14,0.0,58.5,59,33,43,0.00
1999-09-15,0.0,58.5,59,30,41,0.00
1999-09-16,0.0,58.5,59,33,44,0.00
1999-09-17,0.0,58.5,58,35,44,0.00
1999-09-18,0.0,58.5,61,36,46,0.00
1999-09-19,0.0,58.5,39,31,35,0.10
1999-09-20,0.0,58.6,34,20,31,0.20
1999-09-21,0.0,58.8,54,18,37,0.20
1999-09-22,0.0,59.0,57,32,43,0.10
1999-09-23,0.0,59.1,59,36,46,0.10
1999-09-24,0.0,59.2,52,33,38,0.00
1999-09-25,0.0,59.2,58,35,45,0.10
1999-09-26,0.0,59.3,46,20,34,0.00
1999-09-27,0.0,59.3,35,16,24,0.00
1999-09-28,0.0,59.3,32,14,19,0.00
1999-09-29,0.0,59.3,47,,32,0.00
1999-09-30,0.0,59.3,54,31,40,0.10
1999-10-01,0.0,0.0,49,27,36,0.00
1999-10-02,0.0,0.0,49,24,35,0.00
1999-10-03,0.0,0.0,46,23,33,0.00
1999-10-04,0.0,0.0,54,29,40,0.00
1999-10-05,0.0,0.0,60,32,45,0.10
1999-10-06,0.0,0.1,52,32,40,0.00
1999-10-07,0.0,0.1,47,28,34,0.00
1999-10-08,0.0,0.1,51,24,36,0.00
1999-10-09,0.0,0.1,57,33,43,0.00
1999-10-10,0.0,0.1,62,35,46,0.00
1999-10-11,0.0,0.1,61,38,46,0.00
1999-10-12,0.0,0.1,56,36,44,0.00
1999-10-13,0.0,0.1,56,31,43,0.00
1999-10-14,0.0,0.1,55,32,42,0.00
1999-10-15,0.0,0.1,46,15,31,0.00
1999-10-16,0.0,0.1,22,5,12,0.00
1999-10-17,0.0,0.1,37,5,22,0.00
1999-10-18,0.0,0.1,36,15,23,0.00
1999-10-19,0.0,0.1,34,12,23,0.00
1999-10-20,0.0,0.1,45,21,31,0.00
1999-10-21,0.0,0.1,51,25,36,0.00
1999-10-22,0.0,0.1,55,28,39,0.00
1999-10-23,0.0,0.1,54,30,39,0.00
1999-10-24,0.0,0.1,51,29,38,0.00
1999-10-25,0.0,0.1,52,28,38,0.00
1999-10-26,0.0,0.1,54,32,40,0.00
1999-10-27,0.0,0.1,50,29,36,0.00
1999-10-28,0.0,0.1,49,21,35,0.30
1999-10-29,0.4,0.4,22,16,19,0.20
1999-10-30,0.6,0.6,41,11,24,0.10
1999-10-31,0.6,0.7,49,26,35,0.00
1999-11-01,0.7,0.7,40,14,26,0.00
